0 0 0 0 	
3.22957e-06 5.02377e-05 5.02373e-05 5.02377e-05 	
6.45914e-06 0.000100475 0.000100472 0.000100475 	
9.6887e-06 0.000150712 0.000150701 0.000150712 	
1.29183e-05 0.000200949 0.000200922 0.000200948 	
2.90661e-05 0.000452115 0.000451812 0.000452107 	
4.5214e-05 0.000703234 0.000702095 0.000703204 	
6.13618e-05 0.000954282 0.000951435 0.000954206 	
7.75096e-05 0.00120523 0.0011995 0.00120508 	
0.000137847 0.00214167 0.00210972 0.00214072 	
0.000198183 0.00307516 0.00298066 0.00307221 	
0.00025852 0.00400459 0.00379643 0.0039976 	
0.000318857 0.00492907 0.00454298 0.00491471 	
0.000397404 0.00612473 0.00539181 0.00609305 	
0.000475951 0.00731191 0.00608026 0.00725088 	
0.000554497 0.00849119 0.00659251 0.00838311 	
0.000633044 0.0096636 0.00692246 0.0094822 	
0.000694563 0.0105794 0.00705453 0.0103159 	
0.000756081 0.0114976 0.00707847 0.0111263 	
0.0008176 0.0124213 0.0070001 0.0119117 	
0.000879119 0.0133519 0.00682826 0.0126674 	
0.000940638 0.014292 0.00657398 0.0133896 	
0.00100216 0.0152472 0.00624929 0.0140794 	
0.00106368 0.016221 0.00586762 0.0147351 	
0.00112519 0.0172148 0.00544348 0.0153522 	
0.00118991 0.0182836 0.0049677 0.0159559 	
0.00125462 0.0193812 0.00447816 0.0165135 	
0.00131933 0.0205099 0.00399092 0.0170237 	
0.00138404 0.0216694 0.00352035 0.0174834 	
0.00146315 0.0231284 0.00298539 0.017975 	
0.00154226 0.024636 0.00251239 0.0183925 	
0.00162137 0.0261903 0.00211404 0.0187382 	
0.00170048 0.0277839 0.00179494 0.0190139 	
0.00176103 0.0290256 0.00160311 0.0191802 	
0.00182159 0.0302857 0.00145385 0.0193128 	
0.00188215 0.0315613 0.00134214 0.0194159 	
0.00194271 0.0328466 0.00126099 0.0194929 	
0.00199094 0.0338738 0.00121259 0.019538 	
0.00203918 0.0349042 0.00117352 0.019572 	
0.00208742 0.0359362 0.00113875 0.0195976 	
0.00213566 0.0369663 0.00110305 0.0196169 	
0.00218389 0.0379914 0.00106112 0.0196323 	
0.00223213 0.0390111 0.00100774 0.0196462 	
0.00228037 0.0400235 0.000937946 0.0196611 	
0.0023286 0.0410252 0.00084713 0.0196791 	
0.00238407 0.0421604 0.000711412 0.0197063 	
0.00243954 0.0432764 0.000537076 0.0197435 	
0.00249501 0.0443706 0.00031998 0.0197935 	
0.00255048 0.0454389 5.74938e-05 0.0198586 	
0.00261535 0.0466517 -0.000308461 0.0199566 	
0.00268022 0.0478244 -0.0007372 0.0200808 	
0.0027451 0.0489548 -0.00122495 0.0202333 	
0.00280997 0.0500395 -0.00176469 0.020415 	
0.00289376 0.05137 -0.00252248 0.0206939 	
0.00297755 0.0526252 -0.00332337 0.0210222 	
0.00306134 0.0538067 -0.00413534 0.0213975 	
0.00314512 0.0549139 -0.00492218 0.0218158 	
0.00322146 0.0558593 -0.00558528 0.0222303 	
0.00329779 0.0567528 -0.00616793 0.0226732 	
